subject,session,trial,serialpos,word,recalled,embedding_fidelity
LTP269,12,4,4,OX,1,0.793267858405273
LTP269,12,4,5,BELLY,0,0.8756626151716393
LTP269,12,4,6,EAGLE,0,0.8444811127942254
LTP269,12,4,7,STATUE,1,0.813446068786487
LTP269,12,4,8,SCULPTURE,1,0.8555559430039826
LTP269,12,4,9,WORKER,1,0.8488199558229745
LTP269,12,4,10,BLUEPRINT,1,0.9049756595049904
LTP269,12,4,11,MAPLE,0,0.7851749821023519
LTP269,12,4,12,SPIDER,0,0.8702374580328985
LTP269,12,4,13,YARN,0,0.8635468954703168
LTP269,12,4,14,MARS,0,0.8361465885781244
LTP269,12,4,15,DAISY,0,0.8600661264886827
LTP269,12,4,16,PREACHER,0,0.8515222248080327
LTP269,12,4,17,NECKLACE,0,0.8998449645269755
LTP269,12,4,18,CARRIAGE,0,0.8619292748435826
LTP269,12,4,19,LOFT,1,0.8853038562514435
LTP269,12,4,20,WARDROBE,0,0.8946466189316818
LTP269,12,4,21,DENIM,0,0.8649717347038895
LTP269,12,4,22,JEANS,0,0.865652415605191
LTP269,12,4,23,STOMACH,0,0.8274341518554518
LTP269,12,4,24,CREVICE,0,0.8837523444155947
LTP269,12,5,1,EGYPT,1,0.8496572058149062
LTP269,12,5,2,GOBLIN,1,0.8585991439984266
LTP269,12,5,3,ATLAS,1,0.7649256334450899
LTP269,12,5,4,WAITRESS,1,0.8463415514576934
LTP269,12,5,5,SUPPER,1,0.7973137253164759
LTP269,12,5,6,CHAPEL,0,0.83673070037498
LTP269,12,5,7,JUDGE,0,0.8255265949776254
LTP269,12,5,8,SPOOL,0,0.8702634738361636
LTP269,12,5,9,DRESS,0,0.8714489876763872
LTP269,12,5,10,WAITER,1,0.8526283142422564
LTP269,12,5,11,HOOK,1,0.8897805455050494
LTP269,12,5,12,VICTIM,0,0.8210943686751534
LTP269,12,5,13,CHEMIST,1,0.8798174748222904
LTP269,12,5,14,MARKER,1,0.8741129879282024
LTP269,12,5,15,THRONE,0,0.8558179126437602
LTP269,12,5,16,WITNESS,1,0.8215235465893035
LTP269,12,5,17,AWARD,1,0.8402775117532094
LTP269,12,5,18,LAGOON,1,0.8431011210864099
LTP269,12,5,19,BLACKBOARD,0,0.8376512925908428
LTP269,12,5,20,SERVANT,1,0.7840285950675384
LTP269,12,5,21,CHAMPAGNE,0,0.8506390119403799
LTP269,12,5,22,COCKTAIL,0,0.8572734756712548
LTP269,12,5,23,LUMBER,1,0.8804981280164749
LTP269,12,5,24,LEG,0,0.8359279928089801
LTP269,12,6,1,SCARF,1,0.8589382753796455
LTP269,12,6,2,TOMBSTONE,1,0.8819412168473043
LTP269,12,6,3,MARROW,1,0.8765049955046139
LTP269,12,6,4,DIVER,0,0.7944974261948463
LTP269,12,6,5,ITEM,0,0.8275419382716477
LTP269,12,6,6,BUTCHER,1,0.8434810232035844
LTP269,12,6,7,PAIL,1,0.8468788295300146
LTP269,12,6,8,LIZARD,0,0.8762820927072924
LTP269,12,6,9,DENTIST,1,0.8557666546179797
LTP269,12,6,10,CRATER,0,0.8751365958063592
LTP269,12,6,11,DOUGHNUT,0,0.8878135799449337
LTP269,12,6,12,KNIFE,1,0.8259253267165372
LTP269,12,6,13,BODY,0,0.7515661217757386
LTP269,12,6,14,CASHEW,0,0.8842412243799279
LTP269,12,6,15,BOYFRIEND,0,0.8771471246850598
LTP269,12,6,16,REPORT,0,0.8074024546955278
LTP269,12,6,17,CRIB,0,0.8481227507412409
LTP269,12,6,18,RABBIT,1,0.8254782106359744
LTP269,12,6,19,FOX,1,0.800071642401397
LTP269,12,6,20,APRON,0,0.8838206966916825
LTP269,12,6,21,MUMMY,0,0.8590458677529805
LTP269,12,6,22,SPHINX,0,0.8639606486473944
LTP269,12,6,23,SAUSAGE,0,0.826872461513692
LTP269,12,6,24,VAGRANT,0,0.848050257844028
LTP269,12,7,1,LACE,0,0.814521404781148
LTP269,12,7,2,MACHINE,0,0.8367277564016967
LTP269,12,7,3,RUST,0,0.8569023081714111
LTP269,12,7,4,CHAUFFEUR,0,0.8460649559353562
LTP269,12,7,5,GUARD,0,0.8687857153213014
LTP269,12,7,6,NEUTRON,0,0.9006154107795546
LTP269,12,7,7,XEROX,0,0.8708133231218939
LTP269,12,7,8,STAR,0,0.8440676579889829
LTP269,12,7,9,PADDING,0,0.8700114133921497
LTP269,12,7,10,CANYON,0,0.8421315853585104
LTP269,12,7,11,ISLAND,1,0.7665325860574018
LTP269,12,7,12,CYCLONE,1,0.8818669591881554
LTP269,12,7,13,COUNTRY,1,0.8358838309368372
LTP269,12,7,14,LASER,1,0.7794743743462365
LTP269,12,7,15,PISTOL,1,0.8674171187054299
LTP269,12,7,16,BLENDER,1,0.9037126212105703
LTP269,12,7,17,RIVER,1,0.8811044099966537
LTP269,12,7,18,DRILL,1,0.8641801155478116
LTP269,12,7,19,PARROT,1,0.8500788243491103
LTP269,12,7,20,SEAGULL,1,0.8818304702235804
LTP269,12,7,21,OFFICE,1,0.8555709941639001
LTP269,12,7,22,OZONE,0,0.8566056185395828
LTP269,12,7,23,PROTON,0,0.8357636600287145
LTP269,12,7,24,QUARTER,0,0.8387442079661912
LTP269,12,8,1,SCOTCH,0,0.8601691700174665
LTP269,12,8,2,SWIMMER,0,0.7939451436027095
LTP269,12,8,3,NOVEL,0,0.8335572441652961
LTP269,12,8,4,MILK,0,0.8141705543985684
LTP269,12,8,5,INMATE,0,0.853938027060801
LTP269,12,8,6,PRINCESS,0,0.8748313451726761
LTP269,12,8,7,PLAZA,0,0.7948918844020154
LTP269,12,8,8,SISTER,0,0.7924732009548722
LTP269,12,8,9,MUFFIN,0,0.8531293210219191
LTP269,12,8,10,TURTLE,0,0.8813010495345712
LTP269,12,8,11,PACKAGE,1,0.8482629483428534
LTP269,12,8,12,CITRUS,0,0.8721022650848739
LTP269,12,8,13,UNCLE,0,0.7995462822540461
LTP269,12,8,14,BLADE,0,0.8796759808575056
LTP269,12,8,15,FRIEND,0,0.84161744710804
LTP269,12,8,16,IGLOO,0,0.845480542798779
LTP269,12,8,17,BROOK,0,0.8348532655290759
LTP269,12,8,18,SLIDE,0,0.8613372901212474
LTP269,12,8,19,COURSE,1,0.8307746790949786
LTP269,12,8,20,COLLEGE,1,0.8773528475437133
LTP269,12,8,21,HEART,1,0.8745631744757781
LTP269,12,8,22,TRANSPLANT,1,0.7937546141594033
LTP269,12,8,23,POET,1,0.8067741459788674
LTP269,12,8,24,BOX,1,0.7635568603008301
LTP269,12,9,1,SWAMP,0,0.7688395997014779
LTP269,12,9,2,CANAL,0,0.8667489754931806
LTP269,12,9,3,CHILD,0,0.8360203390527684
LTP269,12,9,4,LIVER,0,0.8125291875825541
LTP269,12,9,5,ROOSTER,0,0.8651200774401185
LTP269,12,9,6,SUNRISE,1,0.8943821885307367
LTP269,12,9,7,SERVER,0,0.8093606734092854
LTP269,12,9,8,FRAME,1,0.874653463325399
LTP269,12,9,9,PICTURE,1,0.8208833555632765
LTP269,12,9,10,PENGUIN,1,0.8900972921928448
LTP269,12,9,11,PLAYGROUND,1,0.8619129394462952
LTP269,12,9,12,GRAPE,1,0.7725706315884451
LTP269,12,9,13,FRUIT,1,0.8358985476346134
LTP269,12,9,14,SMOG,0,0.8468567328777222
LTP269,12,9,15,PUDDLE,0,0.8915911277791544
LTP269,12,9,16,CATTLE,0,0.8882844847288206
LTP269,12,9,17,DRAWING,0,0.8612276082888277
LTP269,12,9,18,ORANGE,1,0.8523246555363723
LTP269,12,9,19,BUCKET,1,0.8734941876783026
LTP269,12,9,20,BARLEY,1,0.8762998583616467
LTP269,12,9,21,FIDDLE,0,0.909253536372827
LTP269,12,9,22,SUNSET,0,0.8443420286275339
LTP269,12,9,23,BADGE,0,0.8439928322625133
LTP269,12,9,24,PIZZA,0,0.8331545946171434
LTP269,12,10,1,GIRL,0,0.8764889429495297
LTP269,12,10,2,OINTMENT,0,0.8478569816858468
LTP269,12,10,3,LABEL,0,0.8589261036817615
LTP269,12,10,4,LODGE,0,0.8717663135301298
LTP269,12,10,5,KITCHEN,0,0.8752101412821626
LTP269,12,10,6,DRUG,1,0.8744234651091026
LTP269,12,10,7,TABLET,0,0.8675840162293941
LTP269,12,10,8,CUPBOARD,0,0.8804073323844533
LTP269,12,10,9,BLOCKADE,1,0.8626774375268547
LTP269,12,10,10,TILE,0,0.8370629060229766
LTP269,12,10,11,SALT,0,0.8440725548909168
LTP269,12,10,12,AGENT,0,0.7928578916528699
LTP269,12,10,13,MOTEL,1,0.881345351908219
LTP269,12,10,14,BURGLAR,1,0.885628788678616
LTP269,12,10,15,PUPPY,1,0.8871873324163002
LTP269,12,10,16,DONKEY,0,0.8956832383958765
LTP269,12,10,17,JUGGLER,0,0.8531356522742451
LTP269,12,10,18,BABY,1,0.8381517913576838
LTP269,12,10,19,INFANT,1,0.8666916167512952
LTP269,12,10,20,SKILLET,1,0.8923625569158614
LTP269,12,10,21,OYSTER,1,0.8624728106145823
LTP269,12,10,22,ATOM,0,0.7802471552536742
LTP269,12,10,23,MISSILE,0,0.8385221963270122
LTP269,12,10,24,GRIZZLY,0,0.858859344918293
LTP269,12,11,1,LETTUCE,0,0.881295994354831
LTP269,12,11,2,EXPERT,0,0.8272524013171558
LTP269,12,11,3,DORM,0,0.7849062781450432
LTP269,12,11,4,KNAPSACK,0,0.8503551860374493
LTP269,12,11,5,APPLE,1,0.8461959068142951
LTP269,12,11,6,LOVER,0,0.7920251160061513
LTP269,12,11,7,FRANCE,0,0.8490105635562051
LTP269,12,11,8,PERCH,0,0.8847430959189923
LTP269,12,11,9,SPOUSE,0,0.8769437658197168
LTP269,12,11,10,ELBOW,0,0.8605341231660582
LTP269,12,11,11,BUG,0,0.843230364840768
LTP269,12,11,12,SLUG,0,0.8784310305206021
LTP269,12,11,13,GLOBE,0,0.8373132337477293
LTP269,12,11,14,BRICK,0,0.892376935169243
LTP269,12,11,15,HAWK,0,0.8090302801256344
LTP269,12,11,16,NAPKIN,0,0.8417539250989021
LTP269,12,11,17,STAPLE,0,0.859372284498529
LTP269,12,11,18,SHOULDER,0,0.869976350545512
LTP269,12,11,19,CLIMBER,0,0.8293292661491235
LTP269,12,11,20,SLOPE,1,0.8663363859175287
LTP269,12,11,21,TRACTOR,1,0.8414786126507228
LTP269,12,11,22,LAKE,1,0.848659830590772
LTP269,12,11,23,MONEY,1,0.8248954726360734
LTP269,12,11,24,COLONEL,1,0.8737658294653616
LTP269,12,12,1,LAVA,0,0.8119129710035099
LTP269,12,12,2,HUSBAND,0,0.8401680269874413
LTP269,12,12,3,MARINE,0,0.8625068561351186
LTP269,12,12,4,TROUT,0,0.8013793341636344
LTP269,12,12,5,BACON,0,0.802268520054577
LTP269,12,12,6,TUNNEL,0,0.8853651795844392
LTP269,12,12,7,LAMP,0,0.8473969965882211
LTP269,12,12,8,CRAB,0,0.8742941499420898
LTP269,12,12,9,BRAKE,0,0.8869981122007518
LTP269,12,12,10,TAXI,0,0.858602892422878
LTP269,12,12,11,NOMAD,0,0.817148174305371
LTP269,12,12,12,AIRPLANE,0,0.854750886286164
LTP269,12,12,13,CORAL,0,0.8420887523561303
LTP269,12,12,14,JUNGLE,0,0.8789099636494839
LTP269,12,12,15,FLIPPER,0,0.8462841666003132
LTP269,12,12,16,MAMMAL,0,0.8082086082161334
LTP269,12,12,17,ROBOT,0,0.8484287976902667
LTP269,12,12,18,SHELTER,0,0.832187015615885
LTP269,12,12,19,SNACK,0,0.8744766784800918
LTP269,12,12,20,DOLPHIN,0,0.8550425292590814
LTP269,12,12,21,CASKET,0,0.8872033775462678
LTP269,12,12,22,DUSTPAN,1,0.8767887285697485
LTP269,12,12,23,OMELET,1,0.8486413741027946
LTP269,12,12,24,SCARECROW,1,0.8902914402924056
LTP269,12,13,1,JELLO,1,0.8654589343029003
LTP269,12,13,2,TWISTER,1,0.8531359957576222
LTP269,12,13,3,HAND,1,0.8166326808341536
LTP269,12,13,4,SNAIL,1,0.8826860342266104
LTP269,12,13,5,TWEEZERS,0,0.8402592178822795
LTP269,12,13,6,CAPTIVE,0,0.8292281489101504
LTP269,12,13,7,SALMON,0,0.8541422509472562
LTP269,12,13,8,SEAFOOD,0,0.8698561715996269
LTP269,12,13,9,RAFT,0,0.8703932151699303
LTP269,12,13,10,SPONGE,0,0.8727622724143073
LTP269,12,13,11,WASHER,0,0.8535182819040236
LTP269,12,13,12,LILY,0,0.8063319891040881
LTP269,12,13,13,SPOON,0,0.8703638022050532
LTP269,12,13,14,RECEIPT,0,0.8415299424495556
LTP269,12,13,15,HOSTESS,0,0.8295835749867271
LTP269,12,13,16,STAMP,0,0.8057305765082496
LTP269,12,13,17,RUG,0,0.8379459283707251
LTP269,12,13,18,SILK,0,0.8830823555606113
LTP269,12,13,19,ORCHID,0,0.8544765747575448
LTP269,12,13,20,CRUTCH,0,0.889139928061326
LTP269,12,13,21,SADDLE,0,0.8651190500568354
LTP269,12,13,22,GREASE,0,0.8641572073406466
LTP269,12,13,23,DRESSER,1,0.8507995895903987
LTP269,12,13,24,SHELF,1,0.8177495411356048
LTP269,12,14,1,TRENCH,0,0.8260769476164783
LTP269,12,14,2,COMPASS,0,0.8755137166568371
LTP269,12,14,3,BACKBONE,0,0.8870734276233261
LTP269,12,14,4,MONSTER,0,0.8514027240115679
LTP269,12,14,5,WINDOW,0,0.8334800072103908
LTP269,12,14,6,CAMEL,0,0.8821749627404325
LTP269,12,14,7,FLASK,0,0.8825497119886817
LTP269,12,14,8,PLAID,0,0.8048960685720321
LTP269,12,14,9,BUNNY,0,0.8566637915686101
LTP269,12,14,10,SWORD,0,0.7955179819463268
LTP269,12,14,11,CIGAR,0,0.8603458108917755
LTP269,12,14,12,SNAKE,0,0.9018249300233997
LTP269,12,14,13,FIREPLACE,0,0.87542605138062
LTP269,12,14,14,PASTRY,0,0.8571557595766693
LTP269,12,14,15,FRAGRANCE,0,0.8776125652995694
LTP269,12,14,16,TUBA,0,0.8558304661706823
LTP269,12,14,17,WHISTLE,0,0.8794950306827662
LTP269,12,14,18,HAMPER,0,0.8892232069125818
LTP269,12,14,19,RADISH,0,0.8689138308549358
LTP269,12,14,20,SALAD,0,0.8710067396025523
LTP269,12,14,21,GLASS,0,0.8576530321460212
LTP269,12,14,22,COCOON,1,0.8197662794469736
LTP269,12,14,23,TERMITE,1,0.8803931240371199
LTP269,12,14,24,FIREMAN,1,0.8836597863240745
LTP269,12,15,1,VIRUS,1,0.8070895271095405
LTP269,12,15,2,WOMAN,1,0.8500030370199756
LTP269,12,15,3,PASSAGE,1,0.8663356558971729
LTP269,12,15,4,JOURNAL,1,0.8337221309015098
LTP269,12,15,5,BREAST,1,0.8742614716582389
LTP269,12,15,6,CLAMP,1,0.7897289580037868
LTP269,12,15,7,RELISH,0,0.8419153601938751
LTP269,12,15,8,FLAG,0,0.7915346672097097
LTP269,12,15,9,BANK,0,0.8782739088646725
LTP269,12,15,10,PARENT,0,0.7901465609732121
LTP269,12,15,11,FOOT,0,0.7845557394089446
LTP269,12,15,12,DIME,0,0.8399534536921505
LTP269,12,15,13,PATROL,0,0.849859225039084
LTP269,12,15,14,PERMIT,0,0.8561358010744597
LTP269,12,15,15,PORK,0,0.8580179845555514
LTP269,12,15,16,PIMPLE,0,0.861586995695687
LTP269,12,15,17,WIDOW,0,0.8382570731742871
LTP269,12,15,18,ACTOR,0,0.7755234131372537
LTP269,12,15,19,RACKET,0,0.8931004287134003
LTP269,12,15,20,BANJO,0,0.8808886514539358
LTP269,12,15,21,RECORD,0,0.8587563610902629
LTP269,12,15,22,GRILL,0,0.8751407057596854
LTP269,12,15,23,ICEBERG,0,0.8901169046799294
LTP269,12,15,24,FREEZER,0,0.8197954044503556
LTP269,12,16,1,POSTAGE,1,0.8690505262136835
LTP269,12,16,2,MESSAGE,0,0.8482883769163654
LTP269,12,16,3,HONEY,0,0.8488925783147575
LTP269,12,16,4,ARMY,1,0.8753730380131046
LTP269,12,16,5,FLEET,1,0.8352550355648669
LTP269,12,16,6,PLATE,0,0.7802265084143681
LTP269,12,16,7,HANDBAG,0,0.8736294985701984
LTP269,12,16,8,LUNCH,0,0.8081424338361476
LTP269,12,16,9,KIDNEY,0,0.8507682806627245
LTP269,12,16,10,TWIG,0,0.8480666358722909
LTP269,12,16,11,STICKER,0,0.8611903835864176
LTP269,12,16,12,HUMAN,0,0.8217800717599997
LTP269,12,16,13,STREAM,0,0.8870466498830126
LTP269,12,16,14,BINDER,0,0.853804226873746
LTP269,12,16,15,BANKER,0,0.8985926970934457
LTP269,12,16,16,MEAT,0,0.8590083214704239
LTP269,12,16,17,GLOVE,0,0.8889387238481622
LTP269,12,16,18,BUGGY,0,0.8818882481935922
LTP269,12,16,19,TEACHER,0,0.8474339953151949
LTP269,12,16,20,COOKBOOK,1,0.8616178981904439
LTP269,12,16,21,COOK,1,0.8231249669428216
LTP269,12,16,22,BEEF,0,0.8017563484907153
LTP269,12,16,23,TURKEY,0,0.8777807878330283
LTP269,12,16,24,BASEMENT,0,0.856729703054599
LTP269,12,17,1,FINGER,1,0.8788747879847455
LTP269,12,17,2,WRIST,0,0.8576447871794545
LTP269,12,17,3,COUCH,0,0.8442396142077891
LTP269,12,17,4,TABLE,0,0.8341787603818185
LTP269,12,17,5,SCALLOP,0,0.8567781249785827
LTP269,12,17,6,IDOL,0,0.7924930344078325
LTP269,12,17,7,GALLON,0,0.8526602298068976
LTP269,12,17,8,PISTON,0,0.8779419139661147
LTP269,12,17,9,FRECKLE,0,0.8618228638600643
LTP269,12,17,10,YOLK,0,0.871560361032332
LTP269,12,17,11,KETCHUP,0,0.8877666875018175
LTP269,12,17,12,ONION,1,0.8213479784257061
LTP269,12,17,13,POCKET,1,0.859232085098296
LTP269,12,17,14,PARSLEY,0,0.8787850646255524
LTP269,12,17,15,DINER,1,0.7971296500288426
LTP269,12,17,16,MUSTARD,1,0.7760147583593682
LTP269,12,17,17,CAFE,1,0.8083322763892372
LTP269,12,17,18,LONDON,1,0.81980890103387
LTP269,12,17,19,GANGSTER,0,0.8532205705906508
LTP269,12,17,20,POWDER,0,0.831681483247066
LTP269,12,17,21,EUROPE,1,0.7787206652371564
LTP269,12,17,22,VALLEY,1,0.8764234388826335
LTP269,12,17,23,PUDDING,1,0.8725819052323663
LTP269,12,17,24,SHORTS,0,0.813316433027003
LTP269,12,18,1,GHETTO,1,0.8775020923890638
LTP269,12,18,2,CARROT,1,0.8520094709393091
LTP269,12,18,3,GARDEN,0,0.8534768261428594
LTP269,12,18,4,MILDEW,0,0.8845190812465462
LTP269,12,18,5,BOUQUET,1,0.8758888817184858
LTP269,12,18,6,STALLION,1,0.8598196249108111
LTP269,12,18,7,WAGON,0,0.8595974177279954
LTP269,12,18,8,NURSE,1,0.8729663290078098
LTP269,12,18,9,GAZELLE,0,0.8696503550413421
LTP269,12,18,10,PERFUME,1,0.873566175248907
LTP269,12,18,11,RAZOR,0,0.8572614043219385
LTP269,12,18,12,WHISKERS,0,0.8651332445469933
LTP269,12,18,13,ROBIN,0,0.8262253605568124
LTP269,12,18,14,PRIMATE,0,0.8370757212016026
LTP269,12,18,15,BIKE,0,0.8647853422673033
LTP269,12,18,16,PEDAL,0,0.8536110831967343
LTP269,12,18,17,CONCERT,0,0.8155019023096877
LTP269,12,18,18,FLOWER,1,0.8835664688894421
LTP269,12,18,19,BUREAU,0,0.843149213789162
LTP269,12,18,20,GARBAGE,0,0.88529769351453
LTP269,12,18,21,OUTDOORS,1,0.8269501000152059
LTP269,12,18,22,CLOTHES,0,0.8721596818033677
LTP269,12,18,23,CELLAR,0,0.8700801714362923
LTP269,12,18,24,TURNIP,1,0.8923369377386172
LTP269,12,19,1,DANCER,0,0.8872888215536331
LTP269,12,19,2,DANDRUFF,0,0.886869757965222
LTP269,12,19,3,BALLOON,0,0.8913433735173023
LTP269,12,19,4,HATCHET,0,0.8532657598897344
LTP269,12,19,5,BRANCH,0,0.8555646834378864
LTP269,12,19,6,FILM,0,0.8605603450681243
LTP269,12,19,7,OUTFIT,0,0.8628464916846705
LTP269,12,19,8,COSTUME,0,0.874364427846691
LTP269,12,19,9,LADY,0,0.8008028826093793
LTP269,12,19,10,COD,0,0.8019179244654335
LTP269,12,19,11,ZEBRA,0,0.8630849958918214
LTP269,12,19,12,NOTEBOOK,0,0.7951662298068753
LTP269,12,19,13,ULCER,1,0.8464931666964991
LTP269,12,19,14,JURY,1,0.8427120116847553
LTP269,12,19,15,GAVEL,1,0.7900996219854939
LTP269,12,19,16,BRIEFCASE,0,0.8564638947748752
LTP269,12,19,17,POPCORN,0,0.8333614898383956
LTP269,12,19,18,WIFE,0,0.7849083517193629
LTP269,12,19,19,CUSTARD,0,0.8773177204249228
LTP269,12,19,20,POLICE,1,0.8330377091880351
LTP269,12,19,21,STUDENT,1,0.8316138784162809
LTP269,12,19,22,ICING,1,0.8445387686744447
LTP269,12,19,23,CLAM,1,0.7874603712352993
LTP269,12,19,24,SPARROW,0,0.8409463847829294
LTP269,12,20,1,WASP,0,0.8306986627709526
LTP269,12,20,2,HORNET,0,0.8681636854918902
LTP269,12,20,3,GARLIC,0,0.851225833136421
LTP269,12,20,4,PASTA,0,0.863338097304741
LTP269,12,20,5,THIEF,0,0.8406762254915702
LTP269,12,20,6,SHOVEL,0,0.8940500426244509
LTP269,12,20,7,HEADBAND,0,0.8707318997805631
LTP269,12,20,8,BARREL,0,0.8370093090638983
LTP269,12,20,9,BLOUSE,0,0.8780076886373782
LTP269,12,20,10,HELMET,0,0.857978836335749
LTP269,12,20,11,SUSPECT,0,0.8692050034599199
LTP269,12,20,12,BEAVER,0,0.8509010174920392
LTP269,12,20,13,MASK,0,0.7995406496873776
LTP269,12,20,14,SHARK,0,0.7913495382361401
LTP269,12,20,15,CROWN,0,0.8725762906482979
LTP269,12,20,16,CEILING,0,0.8446020838664506
LTP269,12,20,17,PLASTER,0,0.8082361688885092
LTP269,12,20,18,BULLET,0,0.8593912344408723
LTP269,12,20,19,JAPAN,1,0.7982286116513916
LTP269,12,20,20,CREATURE,1,0.8536076264983457
LTP269,12,20,21,THREAD,0,0.8485850556746823
LTP269,12,20,22,FEMALE,0,0.8045970570170464
LTP269,12,20,23,PECAN,0,0.8300046076262341
LTP269,12,20,24,PEPPER,0,0.8478582560530856
LTP269,12,21,1,PUPIL,0,0.851736199510393
LTP269,12,21,2,SIDEWALK,0,0.878974317511716
LTP269,12,21,3,HIGHWAY,1,0.7969484697501359
LTP269,12,21,4,PADDLE,1,0.8765189825994313
LTP269,12,21,5,SEAL,1,0.7884963729686258
LTP269,12,21,6,EYELASH,0,0.8524192273873894
LTP269,12,21,7,WORLD,0,0.8189748860528675
LTP269,12,21,8,MAILBOX,0,0.864353015345386
LTP269,12,21,9,LION,1,0.8396071824755775
LTP269,12,21,10,PANTHER,1,0.8647196576039204
LTP269,12,21,11,TRIBE,1,0.8670269751288842
LTP269,12,21,12,PARTNER,0,0.848909428301584
LTP269,12,21,13,COUSIN,0,0.872214398756463
LTP269,12,21,14,CHURCH,0,0.8058163813347603
LTP269,12,21,15,LIPSTICK,0,0.8667021402848978
LTP269,12,21,16,YACHT,0,0.8768854449254211
LTP269,12,21,17,BOARD,1,0.7868294727676868
LTP269,12,21,18,CATCHER,0,0.8759941896404587
LTP269,12,21,19,PAPER,1,0.8014959743047793
LTP269,12,21,20,PRINCE,1,0.8146870889444641
LTP269,12,21,21,QUEEN,1,0.8626295444478735
LTP269,12,21,22,MATTRESS,0,0.8706201656063551
